          Cmd1p     0.320952
         Cnm67p     0.265981
        Spc110p     0.149528
      Spc29p_c0     0.017352
      Spc29p_n0     0.006043
       Spc42_CC     0.336459
      Spc42p_c0     0.049049
      Spc42p_n0     0.141954
