          Cmd1p     0.260001
         Cnm67p     0.221259
        Spc110p     0.160338
      Spc29p_c0     0.011399
      Spc29p_n0     0.011851
       Spc42_CC     0.353456
      Spc42p_c0     0.060107
      Spc42p_n0     0.161799
