          Cmd1p     0.685625
         Cnm67p     0.762020
        Spc110p     0.343643
      Spc29p_c0     0.038237
      Spc29p_n0     0.010967
       Spc42_CC     1.000604
      Spc42p_c0     0.110886
      Spc42p_n0     0.360479
