          Cmd1p     0.357019
         Cnm67p     0.337634
        Spc110p     0.210257
      Spc29p_c0     0.027263
      Spc29p_n0     0.032055
       Spc42_CC     0.718599
      Spc42p_c0     0.104774
      Spc42p_n0     0.251308
